X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
392.33,10.71,10.931,2.426,411,0.17,18.3,0.411,0,4,18.5,7.79,1.69,0.072,60,18.6
393.55,3.092,11.954,2.531,270,0.274,17.8,0.489,0,2,73.9,8.2,3.41,0.039,0,22
7.68,1.91,34.597,2.428,666,0.051,20.2,0.679,0,24,95.4,24.39,18.1,15.86,0,8.3
391.13,4.721,16.517,2.389,287,0.155,19.6,0.493,0,5,74.3,11.74,7.38,0.284,0,18.5
396.3,2.834,16.818,2.454,304,1.546,18.4,0.544,0,4,90.4,11.72,9.9,0.262,0,19.4
338.63,2.478,22.439,2.423,432,0.35,17.8,0.547,0,6,73.1,15.37,10.01,0.131,0,20.4
396.9,3.945,16.067,2.427,277,1.055,18.6,0.489,0,4,22.3,10.87,10.59,0.136,0,22.6
50.92,2.436,26.037,2.554,666,0.394,20.2,0.713,0,24,86.5,18.13,18.1,4.752,0,14.1
392.04,1.669,30.29,2.42,437,1.295,21.2,0.624,0,4,98.2,21.32,21.89,0.25,0,13.3
396.9,3.615,14.866,2.5,270,0.674,18.2,0.464,0,4,77.3,10.59,15.04,0.043,28,20.6
395.24,3.665,34.305,2.325,277,1.377,18.6,0.489,1,4,88.6,23.98,10.59,0.376,0,19.3
396.9,4.708,12.55,2.439,307,0.144,21,0.538,0,4,61.8,8.26,8.14,0.63,0,20.4
395.21,3.533,15.493,2.526,304,0.709,18.4,0.544,0,4,67.2,10.36,9.9,0.402,0,23.1
390.07,4.148,7.341,2.713,307,0.663,17.4,0.507,0,8,71.6,4.73,6.2,0.512,0,31.5
377.56,3.378,16.861,2.417,279,1.324,19.2,0.499,0,5,61.4,11.41,5.96,0.097,0,20
395.99,4.427,18.046,2.453,247,0.391,18.5,0.449,0,3,45.1,12.86,4.49,0.052,0,22.5
391.71,1.461,42.032,2.219,403,0.636,14.7,0.871,0,5,95.7,29.53,19.58,2.369,0,14.6
396.9,1.58,33.11,2.353,666,0.988,20.2,0.7,0,24,100,23.6,18.1,9.187,0,11.3
396.9,4.429,9.725,2.498,223,1.471,18.6,0.464,0,3,16.3,6.59,6.96,0.162,20,25.2
396.9,4.078,5.041,2.6,254,1.481,17.6,0.447,1,4,32.9,3.53,6.41,0.056,40,32.4
387.69,2.122,20.128,2.475,384,0.718,20.9,0.52,0,5,85.2,14.09,8.56,0.131,0,20.4
385.91,3.838,4.232,2.887,307,1.253,17.4,0.507,0,8,73.3,2.47,6.2,0.575,0,41.7
396.9,1.518,45.121,2.236,666,0.479,20.2,0.7,0,24,89.5,31.99,18.1,22.597,0,7.4
383.23,4.503,13.267,2.507,398,1.694,18.7,0.437,0,5,45,8.94,12.83,0.095,0,21.4
392.92,4.098,15.006,2.4,666,0.385,20.2,0.532,0,24,40.3,10.42,18.1,2.818,0,21.8
393.77,6.27,11.213,2.482,348,0.761,14.7,0.415,0,2,38.4,7.43,2.03,0.034,82.5,24.1
372.8,1.618,20.449,2.474,403,0.529,14.7,0.871,0,5,97.3,14.1,19.58,1.657,0,21.5
376.11,1.639,28.814,2.531,666,1.27,20.2,0.693,0,24,100,20.31,18.1,9.596,0,12.1
393.82,2.802,14.989,2.552,666,1.018,20.2,0.713,0,24,89.9,10.29,18.1,5.821,0,20.2
363.43,1.877,7.183,2.635,403,1.234,14.7,0.605,0,5,97.4,4.59,19.58,1.224,0,41.3
377.51,3.375,6.006,2.772,307,0.677,17.4,0.504,0,8,17,3.92,6.2,0.298,0,46.7
100.63,2.222,22.038,2.492,666,1.867,20.2,0.713,0,24,95,15.17,18.1,13.913,0,11.7
392.8,2.112,13.666,2.684,264,1.923,13,0.647,0,5,81.8,9.59,3.97,0.54,20,33.8
387.97,6.465,7.217,2.622,370,0.611,17.6,0.484,0,5,28.1,4.61,3.78,0.03,55,31.2
396.9,1.346,41.081,2.214,403,1.591,14.7,0.871,0,5,97.8,29.29,19.58,2.78,0,11.8
389.71,6.458,8.35,2.513,224,0.896,20.2,0.515,0,5,38.1,5.68,5.19,0.051,0,22.2
390.64,5.401,10.866,2.483,281,1.212,19,0.426,0,4,46.7,7.51,4.86,0.036,25,22.9
386.96,4.091,14.441,2.478,398,1.061,18.7,0.437,0,5,45.8,10.27,12.83,0.087,0,20.8
396.9,1.417,24.984,2.64,666,0.611,20.2,0.671,0,24,91.9,17.21,18.1,88.976,0,10.4
390.94,3.653,23.396,2.41,277,1.393,18.6,0.489,1,4,53.8,16.03,10.59,0.217,0,22.4
394.51,2.747,14.888,2.454,432,0.538,17.8,0.547,0,6,82.6,10.3,10.01,0.151,0,19.2
378.95,3.652,5.584,2.872,307,1.991,17.4,0.507,0,8,70.4,3.95,6.2,0.331,0,48.3
375.21,5.215,10.66,2.517,430,1.99,16.9,0.46,0,4,17.2,7.34,3.24,0.067,0,22.6
349.48,2.101,34.918,2.303,666,1.935,20.2,0.614,0,24,97.3,24.91,18.1,15.023,0,12
248.31,3.76,29.224,2.469,307,1.42,21,0.538,0,4,96.9,20.34,8.14,1.613,0,13.5
318.43,1.823,42.549,2.257,711,1.934,20.1,0.609,0,4,98,29.68,27.74,0.207,0,8.1
285.83,1.44,43.23,2.09,666,1.972,20.2,0.7,0,24,91.2,30.63,18.1,20.085,0,8.8
393.74,1.386,31.392,2.495,666,0.511,20.2,0.671,0,24,100,21.78,18.1,17.867,0,10.2
396.9,2.505,11.164,2.456,273,0.881,21,0.573,0,1,80.8,7.88,11.93,0.047,0,11.9
396.9,9.188,8.644,2.526,313,1.182,17.3,0.41,0,2,35.7,5.77,0.74,0.021,85,24.7
388.62,3.992,15.59,2.512,666,0.404,20.2,0.583,0,24,51.9,10.58,18.1,3.674,0,21.2
396.9,6.088,23.404,2.367,233,1.235,17.9,0.448,0,3,62,16.2,6.91,0.22,0,19.4
395.18,9.22,13.501,2.424,315,0.61,16.4,0.392,0,1,19.1,9.25,3.64,0.035,80,20.9
364.61,8.014,18.231,2.429,352,0.024,18.8,0.442,0,3,52.3,12.67,4.39,0.062,0,17.2
395.58,7.981,13.701,2.6,284,1.547,19.7,0.453,0,8,43.4,9.5,5.13,0.127,25,25
316.03,1.752,20.191,2.228,666,1.901,20.2,0.718,0,24,91.4,14,18.1,3.697,0,21.9
394.81,5.615,14.97,2.428,224,1.414,20.2,0.515,0,5,59.6,10.56,5.19,0.03,0,18.5
356.99,1.53,40.085,2.277,403,1.354,14.7,0.871,0,5,93.8,28.32,19.58,2.331,0,17.8
388.08,1.612,33.871,2.485,437,1.714,21.2,0.624,0,4,93.6,24.16,21.89,0.291,0,14
389.85,8.792,8.957,2.634,335,0.396,19.7,0.429,0,1,34.5,5.89,1.25,0.029,40,26.6
396.9,7.32,21.307,2.427,469,0.41,21.1,0.41,0,3,47.6,14.8,4,0.014,75,18.9
391.45,1.866,31.865,2.412,666,0.244,20.2,0.74,0,24,92.4,22.11,18.1,22.051,0,10.5
396.9,6.227,19.304,2.451,311,1.529,15.2,0.524,0,5,82.9,13.27,7.87,0.117,12.5,18.9
396.9,1.589,38.288,2.447,666,1.003,20.2,0.693,0,24,100,26.77,18.1,25.046,0,5.6
396.9,5.503,12.659,2.475,289,0.758,16,0.437,0,4,18.4,8.58,13.92,0.083,0,23.9
396.06,4.503,13.491,2.424,398,0.071,18.7,0.437,0,5,36.6,9.1,12.83,0.084,0,20.3
109.85,2.125,32.653,2.575,666,1.664,20.2,0.74,0,24,94.6,23.27,18.1,11.16,0,13.4
377.67,2.197,20.565,2.45,188,0.089,19.1,0.581,0,2,84.1,14.27,25.65,0.072,0,20.3
390.3,2.872,4.456,2.733,264,1.62,13,0.575,0,5,52.6,3.16,3.97,0.541,20,43.5
24.65,1.998,22.646,2.416,666,0.657,20.2,0.584,0,24,59.7,15.69,18.1,12.247,0,10.2
394.92,4.252,10.479,2.505,398,0.99,18.7,0.437,0,5,6,6.78,12.83,0.079,0,24.1
131.42,1.511,19.287,1.965,666,1.934,20.2,0.631,0,24,100,13.33,18.1,13.522,0,23.1
396.9,2.847,8.154,2.562,193,0.791,17.8,0.488,0,3,95.6,5.68,2.46,0.1,0,32.5
392.83,4.967,5.805,2.68,242,0.35,17.8,0.469,0,2,61.1,4.03,7.07,0.027,0,34.7
396.9,5.951,27.455,2.484,311,0.705,15.2,0.524,0,5,96.1,19.15,7.87,0.145,12.5,27.1
169.27,1.517,24.079,2.372,403,0.947,14.7,0.871,0,5,100,16.65,19.58,2.155,0,15.6
396.9,1.412,37.232,2.338,403,0.849,14.7,0.871,0,5,100,26.42,19.58,4.097,0,15.6
344.91,2.463,22.856,2.435,432,1.35,17.8,0.547,0,6,88.2,15.76,10.01,0.171,0,18.3
396.9,2.271,17.676,2.515,437,0.343,21.2,0.624,0,4,97.7,12.26,21.89,1.193,0,19.6
393.53,3.495,5.367,2.796,276,1.356,18,0.445,0,2,36.9,3.57,2.89,0.082,0,43.8
393.45,2.389,9.315,2.607,273,1.837,21,0.573,0,1,89.3,6.48,11.93,0.11,0,22
394.05,2.107,23.354,2.419,384,0.025,20.9,0.52,0,5,96.7,16.47,8.56,0.133,0,19.5
396.9,7.309,6.596,2.699,329,0.128,12.6,0.404,0,2,34.1,4.08,1.52,0.04,80,33.3
172.91,1.419,39.379,2.476,403,1.405,14.7,0.871,0,5,100,27.8,19.58,2.379,0,13.8
389.4,6.458,9.718,2.512,224,0.338,20.2,0.515,0,5,38.5,6.75,5.19,0.037,0,20.7
396.33,3.666,9.002,2.492,270,0.017,18.2,0.464,0,4,28.9,6.21,15.04,0.029,28,25
396.9,5.117,7.202,2.575,245,0.886,19.2,0.411,0,4,23.4,4.7,4.95,0.036,80,27.9
396.9,1.77,36.471,2.244,666,1.148,20.2,0.7,0,24,97,25.68,18.1,11.578,0,9.7
386.4,5.014,17.512,2.496,398,1.857,18.7,0.437,0,5,53.7,12.34,12.83,0.056,0,21.2
255.23,2.598,23.775,2.589,666,0.122,20.2,0.713,0,24,90,16.42,18.1,4.812,0,16.4
396.9,6.815,11.803,2.449,243,0.383,16.8,0.439,0,4,21.4,8.43,5.64,0.05,21,23.4
21.57,1.82,36.668,2.604,666,0.364,20.2,0.679,0,24,90.8,25.79,18.1,10.834,0,7.5
396.9,6.612,14.813,2.406,337,0.369,16.1,0.398,0,4,31.1,10.24,3.37,0.044,80,19.4
392.89,9.22,9.323,2.471,315,1.596,16.4,0.392,0,1,32,6.57,3.64,0.048,80,21.9
385.64,8.014,15.735,2.452,352,0.55,18.8,0.442,0,3,48.5,10.53,4.39,0.031,0,17.5
358.77,3.787,26.435,2.388,307,1.751,21,0.538,0,4,95,18.35,8.14,1.152,0,13.1
97.95,2.2,17.079,2.535,666,0.081,20.2,0.584,0,24,74.8,12.03,18.1,6.444,0,16.1
354.55,1.905,8.401,2.963,666,1.097,20.2,0.718,1,24,82.9,5.29,18.1,3.474,0,21.9
396.9,4.721,11.467,2.458,287,1.634,19.6,0.493,0,5,49.9,7.7,7.38,0.351,0,20.4
395.5,2.646,12.774,2.533,296,1.152,16.6,0.51,0,5,84.1,9.04,4.05,0.092,0,23.6
240.52,1.896,34.011,2.42,666,0.679,20.2,0.74,0,24,96.6,23.79,18.1,12.802,0,10.8
386.71,6.592,24.043,2.45,311,0.687,15.2,0.524,0,5,85.9,17.1,7.87,0.17,12.5,18.9
380.34,3.375,6.178,2.56,307,0.902,17.4,0.504,0,8,21.4,3.76,6.2,0.442,0,31.5
370.22,1.178,33.022,2.034,666,0.218,20.2,0.659,0,24,100,23.34,18.1,20.716,0,11.9
291.55,1.951,20.659,2.377,666,0.598,20.2,0.614,0,24,87.6,14.1,18.1,12.048,0,20.8
396.9,6.932,13.494,2.435,284,0.845,19.7,0.453,0,8,47.2,9.22,5.13,0.103,25,19.6
392.8,3.112,19.497,2.427,276,0.856,16.4,0.55,1,5,56,13.51,13.89,0.046,0,23.3
389.96,6.267,12.585,2.557,422,0.547,15.9,0.518,0,1,59.7,8.65,1.89,0.025,0,16.5
396.9,2.824,21.564,2.39,666,0.364,20.2,0.58,0,24,56.7,14.76,18.1,13.075,0,20.1
302.76,2.206,34.338,2.482,666,0.174,20.2,0.584,0,24,97.4,24.1,18.1,6.393,0,13.3
392.78,5.118,5.416,2.802,224,0.09,14.7,0.416,0,4,33.2,3.81,2.68,0.035,95,48.5
392.85,5.96,10.668,2.559,289,1.812,16,0.437,0,4,51,7.39,13.92,0.054,0,27.1
369.3,2.046,6.084,2.816,403,1.784,14.7,0.605,0,5,96.2,3.7,19.58,2.01,0,50
395.28,3.411,10.106,2.657,666,0.891,20.2,0.532,0,24,77,7.01,18.1,5.731,0,25
392.43,8.535,8.971,2.553,351,1.662,17.9,0.429,0,4,27.7,6.36,4.15,0.019,85,23.1
362.25,6.641,11.403,2.456,304,0.619,16.9,0.438,0,1,23.3,7.83,6.06,0.035,35,19.4
396.9,1.728,29.655,2.322,666,1.122,20.2,0.7,0,24,98.9,20.85,18.1,8.152,0,11.5
375.52,1.333,5.247,2.229,666,0.984,20.2,0.631,0,24,100,3.26,18.1,4.898,0,50
297.09,2.1,15.763,2.514,403,1.48,14.7,0.605,0,5,96.1,11.1,19.58,2.3,0,23.8
227.61,2.426,17.213,2.424,403,1.466,14.7,0.605,0,5,79.2,12.14,19.58,1.8,0,23.8
383.32,1.951,18.846,2.496,666,1.822,20.2,0.614,0,24,88,13.11,18.1,14.334,0,21.4
262.76,2.346,24.934,2.399,437,0.391,21.2,0.624,0,4,98.4,17.31,21.89,0.976,0,15.6
396.9,2.168,8.405,2.641,273,0.555,21,0.573,0,1,91,5.64,11.93,0.061,0,23.9
395.69,2.005,23.461,2.494,666,1.138,20.2,0.74,0,24,100,16.59,18.1,5.666,0,18.4
396.9,5.117,5.211,2.619,245,1.619,19.2,0.411,0,4,27.9,3.33,4.95,0.035,80,28.5
396.9,4.09,7.093,2.564,296,0.516,15.3,0.538,0,1,65.2,4.98,2.31,0.006,18,24
385.81,3.945,13.38,2.525,277,0.077,18.6,0.489,0,4,32.3,9.38,10.59,0.141,0,28.1
272.21,2.783,22.884,2.51,666,1.843,20.2,0.713,0,24,83.7,16.23,18.1,7.752,0,14.9
396.9,3.422,8.695,2.647,270,0.679,17.8,0.489,0,2,86.3,5.5,3.41,0.057,0,23.6
395.59,2.678,14.994,2.591,432,0.358,17.8,0.547,0,6,81.6,10.16,10.01,0.101,0,22.8
387.11,3.28,18.895,2.481,193,0.428,17.8,0.488,0,3,68.8,13.15,2.46,0.06,0,29.6
389.13,7.955,26.725,2.367,330,0.358,19.1,0.431,0,7,70.2,18.46,5.86,0.191,22,18.5
396.9,5.503,15.338,2.451,289,0.413,16,0.437,0,4,42.3,10.4,13.92,0.082,0,21.7
396.9,2.799,29.783,2.322,391,1.344,19.2,0.585,0,6,72.9,21.14,9.69,0.29,0,19.7
396.9,3.183,11.256,2.617,222,1.572,18.4,0.472,0,7,70.3,7.53,2.18,0.049,33,28.2
396.9,7.653,7.33,2.641,402,0.537,17,0.403,0,3,15.3,4.56,1.47,0.032,95,34.9
378.08,6.819,20.709,2.443,284,0.28,19.7,0.453,0,8,93.4,14.44,5.13,0.172,25,16
392.52,6.347,28.918,2.525,311,1.678,15.2,0.524,0,5,94.3,20.45,7.87,0.225,12.5,15
368.74,2.908,26.07,2.434,666,0.867,20.2,0.58,0,24,71,18.13,18.1,15.576,0,19.1
395.6,3.318,9.723,2.513,296,0.119,16.6,0.51,0,5,73.4,6.29,4.05,0.054,0,24.6
390.39,3.272,14.186,2.623,307,1.637,17.4,0.507,1,8,77.7,9.93,6.2,0.624,0,27.5
385.96,2.065,27.432,2.531,666,0.447,20.2,0.74,0,24,97.2,19.52,18.1,9.724,0,17.1
396.9,2.963,19.47,2.492,666,0.762,20.2,0.655,0,24,65.4,13.22,18.1,7.839,0,21.4
390.49,6.48,4.523,2.679,398,0.263,15.2,0.437,0,5,26.3,2.87,3.44,0.087,45,36.4
396.9,6.062,7.627,2.673,222,0.953,18.7,0.458,0,3,54.2,5.33,2.18,0.069,0,36.2
384.54,2.422,11.319,2.88,264,1.828,13,0.575,0,5,67,7.44,3.97,0.578,20,50
396.9,2.889,25.735,2.439,276,0.219,16.4,0.55,1,5,93.8,17.92,13.89,0.111,0,21.5
394.46,5.721,11.172,2.492,233,0.313,17.9,0.448,0,3,6.5,7.44,6.91,0.159,0,24.7
364.31,1.766,10.396,2.551,403,0.16,14.7,0.871,0,5,100,7.39,19.58,1.425,0,23.3
392.9,8.325,6.41,2.611,256,0.827,15.1,0.411,0,5,40.5,3.95,1.32,0.014,100,31.6
396.9,5.231,14.466,2.423,224,1.775,20.2,0.515,0,5,46.3,9.8,5.19,0.034,0,19.5
343.28,1.61,17.126,2.239,403,1.992,14.7,0.871,1,5,88,12.12,19.58,1.127,0,15.3
352.58,2.43,25.639,2.33,666,1.642,20.2,0.584,0,24,95.4,18.14,18.1,8.056,0,13.8
392.18,3.092,13.069,2.533,270,1.705,17.8,0.489,0,2,66.1,8.81,3.41,0.047,0,22.6
372.75,7.036,16.09,2.522,300,0.135,16.6,0.428,0,6,52.9,11.22,4.93,0.103,30,22.2
396.9,6.815,7.604,2.552,243,0.226,16.8,0.439,0,4,21.1,5.28,5.64,0.054,21,25
351.85,1.526,30.964,2.366,403,1.556,14.7,0.871,0,5,94.9,21.45,19.58,2.734,0,15.4
332.09,1.285,17.153,2.368,666,0.039,20.2,0.659,0,24,100,12.13,18.1,11.951,0,27.9
341.6,9.089,18.85,2.496,241,1.6,18.2,0.385,0,1,31.5,12.93,1.76,0.02,80,20.1
380.02,4.462,14.789,2.469,307,1.599,21,0.538,0,4,84.5,10.26,8.14,0.638,0,18.2
396.9,1.98,25.93,2.374,437,1.893,21.2,0.624,0,4,94.7,18.34,21.89,0.881,0,14.3
210.97,1.589,28.341,2.27,666,0.326,20.2,0.597,0,24,100,20.08,18.1,28.656,0,16.3
391,2.988,20.078,2.367,193,0.457,17.8,0.488,0,3,89.8,13.98,2.46,0.083,0,26.4
